id,applicant_id,type,detail_json,actor,created_at
661,108,CALL_LOGGED,"{""callLogId"":""179""}",Dana Whitfield,2026-09-09T20:53:00.000Z
662,131,NOTE_ADDED,"{""noteId"":""101""}",Luis Ortega,2026-09-09T20:59:00.000Z
663,132,APPLICATION_CREATED,"{""source"":""REFERRAL""}",,2026-09-09T21:23:00.000Z
664,133,APPLICATION_CREATED,"{""source"":""APPLY_FORM""}",,2026-09-10T11:37:00.000Z
665,134,APPLICATION_CREATED,"{""source"":""APPLY_FORM""}",,2026-09-10T11:45:00.000Z
666,119,CALL_LOGGED,"{""callLogId"":""180""}",Luis Ortega,2026-09-10T14:23:00.000Z
667,132,STATUS_CHANGED,"{""from"":""New"",""to"":""Rejected"",""fromStatusId"":""1"",""toStatusId"":""7""}",Dana Whitfield,2026-09-10T14:26:00.000Z
668,132,NOTE_ADDED,"{""noteId"":""102""}",Dana Whitfield,2026-09-10T14:29:00.000Z
669,119,CALL_LOGGED,"{""callLogId"":""181""}",Luis Ortega,2026-09-10T14:39:44.000Z
670,117,CALL_LOGGED,"{""callLogId"":""182""}",Dana Whitfield,2026-09-10T14:40:00.000Z
671,119,STATUS_CHANGED,"{""from"":""Phone screen"",""to"":""Interview"",""fromStatusId"":""3"",""toStatusId"":""4""}",Luis Ortega,2026-09-10T14:48:17.000Z
672,117,CALL_LOGGED,"{""callLogId"":""183""}",Dana Whitfield,2026-09-10T14:52:00.000Z
673,134,NOTE_ADDED,"{""noteId"":""103""}",Luis Ortega,2026-09-10T14:56:00.000Z
674,117,STATUS_CHANGED,"{""from"":""Phone screen"",""to"":""Interview"",""fromStatusId"":""3"",""toStatusId"":""4""}",Dana Whitfield,2026-09-10T14:57:04.000Z
675,109,STATUS_CHANGED,"{""from"":""Screening"",""to"":""Rejected"",""fromStatusId"":""2"",""toStatusId"":""7""}",Luis Ortega,2026-09-10T16:30:00.000Z
676,109,NOTE_ADDED,"{""noteId"":""104""}",Luis Ortega,2026-09-10T16:32:00.000Z
677,118,CALL_LOGGED,"{""callLogId"":""184""}",Dana Whitfield,2026-09-10T16:40:00.000Z
678,128,STATUS_CHANGED,"{""from"":""New"",""to"":""Screening"",""fromStatusId"":""1"",""toStatusId"":""2""}",Dana Whitfield,2026-09-10T16:42:00.000Z
679,124,CALL_LOGGED,"{""callLogId"":""185""}",Luis Ortega,2026-09-10T16:59:00.000Z
680,131,STATUS_CHANGED,"{""from"":""New"",""to"":""Screening"",""fromStatusId"":""1"",""toStatusId"":""2""}",Luis Ortega,2026-09-10T17:11:00.000Z
681,131,CALL_LOGGED,"{""callLogId"":""186""}",Luis Ortega,2026-09-10T17:55:00.000Z
682,121,STATUS_CHANGED,"{""from"":""New"",""to"":""Screening"",""fromStatusId"":""1"",""toStatusId"":""2""}",Luis Ortega,2026-09-10T19:07:00.000Z
683,116,CALL_LOGGED,"{""callLogId"":""187""}",Dana Whitfield,2026-09-10T19:22:00.000Z
684,112,CALL_LOGGED,"{""callLogId"":""188""}",Dana Whitfield,2026-09-10T19:28:00.000Z
685,133,STATUS_CHANGED,"{""from"":""New"",""to"":""Rejected"",""fromStatusId"":""1"",""toStatusId"":""7""}",Luis Ortega,2026-09-10T20:09:00.000Z
686,133,NOTE_ADDED,"{""noteId"":""105""}",Luis Ortega,2026-09-10T20:15:00.000Z
687,124,CALL_LOGGED,"{""callLogId"":""189""}",Luis Ortega,2026-09-10T20:39:00.000Z
688,124,STATUS_CHANGED,"{""from"":""Screening"",""to"":""Phone screen"",""fromStatusId"":""2"",""toStatusId"":""3""}",Luis Ortega,2026-09-10T20:58:06.000Z
689,124,NOTE_ADDED,"{""noteId"":""106""}",Luis Ortega,2026-09-10T20:59:06.000Z
690,135,APPLICATION_CREATED,"{""source"":""APPLY_FORM""}",,2026-09-10T22:03:00.000Z
691,136,APPLICATION_CREATED,"{""source"":""EMAIL""}",,2026-09-11T06:18:35.000Z
692,116,CALL_LOGGED,"{""callLogId"":""190""}",Dana Whitfield,2026-09-11T13:27:00.000Z
693,116,STATUS_CHANGED,"{""from"":""Screening"",""to"":""Phone screen"",""fromStatusId"":""2"",""toStatusId"":""3""}",Dana Whitfield,2026-09-11T13:42:57.000Z
694,121,CALL_LOGGED,"{""callLogId"":""191""}",Luis Ortega,2026-09-11T15:48:00.000Z
695,65,STATUS_CHANGED,"{""from"":""Offer"",""to"":""Hired"",""fromStatusId"":""5"",""toStatusId"":""6""}",Dana Whitfield,2026-09-11T15:50:00.000Z
696,65,NOTE_ADDED,"{""noteId"":""107""}",Dana Whitfield,2026-09-11T15:55:00.000Z
697,137,APPLICATION_CREATED,"{""source"":""APPLY_FORM""}",,2026-09-11T17:20:09.000Z
698,135,STATUS_CHANGED,"{""from"":""New"",""to"":""Rejected"",""fromStatusId"":""1"",""toStatusId"":""7""}",Luis Ortega,2026-09-11T17:24:00.000Z
699,135,NOTE_ADDED,"{""noteId"":""108""}",Luis Ortega,2026-09-11T17:25:00.000Z
700,112,CALL_LOGGED,"{""callLogId"":""192""}",Dana Whitfield,2026-09-11T17:26:00.000Z
701,124,CALL_LOGGED,"{""callLogId"":""193""}",Luis Ortega,2026-09-11T17:29:00.000Z
702,131,CALL_LOGGED,"{""callLogId"":""194""}",Luis Ortega,2026-09-11T17:38:00.000Z
703,124,CALL_LOGGED,"{""callLogId"":""195""}",Luis Ortega,2026-09-11T17:39:28.000Z
704,124,STATUS_CHANGED,"{""from"":""Phone screen"",""to"":""Interview"",""fromStatusId"":""3"",""toStatusId"":""4""}",Luis Ortega,2026-09-11T17:50:51.000Z
705,63,STATUS_CHANGED,"{""from"":""Offer"",""to"":""Hired"",""fromStatusId"":""5"",""toStatusId"":""6""}",Dana Whitfield,2026-09-11T18:39:00.000Z
706,63,NOTE_ADDED,"{""noteId"":""109""}",Dana Whitfield,2026-09-11T18:44:00.000Z
707,134,STATUS_CHANGED,"{""from"":""New"",""to"":""Rejected"",""fromStatusId"":""1"",""toStatusId"":""7""}",Luis Ortega,2026-09-11T18:44:00.000Z
708,134,NOTE_ADDED,"{""noteId"":""110""}",Luis Ortega,2026-09-11T18:50:00.000Z
709,128,CALL_LOGGED,"{""callLogId"":""196""}",Dana Whitfield,2026-09-11T19:22:00.000Z
710,119,CALL_LOGGED,"{""callLogId"":""197""}",Luis Ortega,2026-09-11T19:41:00.000Z
711,119,CALL_LOGGED,"{""callLogId"":""198""}",Luis Ortega,2026-09-11T20:28:19.000Z
712,76,STATUS_CHANGED,"{""from"":""Offer"",""to"":""Hired"",""fromStatusId"":""5"",""toStatusId"":""6""}",Dana Whitfield,2026-09-11T20:38:00.000Z
713,138,APPLICATION_CREATED,"{""source"":""APPLY_FORM""}",,2026-09-11T20:39:36.000Z
714,76,NOTE_ADDED,"{""noteId"":""111""}",Dana Whitfield,2026-09-11T20:41:00.000Z
715,119,STATUS_CHANGED,"{""from"":""Interview"",""to"":""Offer"",""fromStatusId"":""4"",""toStatusId"":""5""}",Luis Ortega,2026-09-11T20:44:44.000Z
716,139,APPLICATION_CREATED,"{""source"":""EMAIL""}",,2026-09-12T06:42:01.000Z
717,140,APPLICATION_CREATED,"{""source"":""EMAIL""}",,2026-09-12T14:12:30.000Z
718,141,APPLICATION_CREATED,"{""source"":""EMAIL""}",,2026-09-13T12:33:00.000Z
719,142,APPLICATION_CREATED,"{""source"":""EMAIL""}",,2026-09-14T13:35:55.000Z
720,117,NOTE_ADDED,"{""noteId"":""112""}",Dana Whitfield,2026-09-14T13:37:00.000Z
721,83,NOTE_ADDED,"{""noteId"":""113""}",Dana Whitfield,2026-09-14T13:41:00.000Z
722,117,CALL_LOGGED,"{""callLogId"":""199""}",Dana Whitfield,2026-09-14T14:20:00.000Z
723,117,STATUS_CHANGED,"{""from"":""Interview"",""to"":""Offer"",""fromStatusId"":""4"",""toStatusId"":""5""}",Dana Whitfield,2026-09-14T14:36:32.000Z
724,83,CALL_LOGGED,"{""callLogId"":""200""}",Dana Whitfield,2026-09-14T14:58:00.000Z
725,83,STATUS_CHANGED,"{""from"":""Interview"",""to"":""Offer"",""fromStatusId"":""4"",""toStatusId"":""5""}",Dana Whitfield,2026-09-14T15:06:59.000Z
726,131,CALL_LOGGED,"{""callLogId"":""201""}",Luis Ortega,2026-09-14T16:36:00.000Z
727,131,STATUS_CHANGED,"{""from"":""Screening"",""to"":""Phone screen"",""fromStatusId"":""2"",""toStatusId"":""3""}",Luis Ortega,2026-09-14T16:54:28.000Z
728,131,NOTE_ADDED,"{""noteId"":""114""}",Luis Ortega,2026-09-14T16:55:28.000Z
729,141,STATUS_CHANGED,"{""from"":""New"",""to"":""Screening"",""fromStatusId"":""1"",""toStatusId"":""2""}",Luis Ortega,2026-09-14T18:12:00.000Z
730,91,STATUS_CHANGED,"{""from"":""Screening"",""to"":""Rejected"",""fromStatusId"":""2"",""toStatusId"":""7""}",Luis Ortega,2026-09-14T18:48:00.000Z
731,91,NOTE_ADDED,"{""noteId"":""115""}",Luis Ortega,2026-09-14T18:49:00.000Z
732,141,CALL_LOGGED,"{""callLogId"":""202""}",Luis Ortega,2026-09-14T18:59:00.000Z
733,121,CALL_LOGGED,"{""callLogId"":""203""}",Luis Ortega,2026-09-14T19:29:00.000Z
734,143,APPLICATION_CREATED,"{""source"":""APPLY_FORM""}",,2026-09-14T21:14:34.000Z
735,144,APPLICATION_CREATED,"{""source"":""EMAIL""}",,2026-09-15T01:12:12.000Z
736,131,CALL_LOGGED,"{""callLogId"":""204""}",Luis Ortega,2026-09-15T14:47:00.000Z
737,117,STATUS_CHANGED,"{""from"":""Offer"",""to"":""Hired"",""fromStatusId"":""5"",""toStatusId"":""6""}",Dana Whitfield,2026-09-15T15:02:00.000Z
738,117,NOTE_ADDED,"{""noteId"":""116""}",Dana Whitfield,2026-09-15T15:05:00.000Z
739,131,CALL_LOGGED,"{""callLogId"":""205""}",Luis Ortega,2026-09-15T17:55:00.000Z
740,131,STATUS_CHANGED,"{""from"":""Phone screen"",""to"":""Interview"",""fromStatusId"":""3"",""toStatusId"":""4""}",Luis Ortega,2026-09-15T18:01:40.000Z
741,131,NOTE_ADDED,"{""noteId"":""117""}",Luis Ortega,2026-09-15T18:02:40.000Z
742,145,APPLICATION_CREATED,"{""source"":""APPLY_FORM""}",,2026-09-15T20:05:16.000Z
743,146,APPLICATION_CREATED,"{""source"":""REFERRAL""}",,2026-09-15T21:33:53.000Z
744,147,APPLICATION_CREATED,"{""source"":""EMAIL""}",,2026-09-15T22:15:45.000Z
745,148,APPLICATION_CREATED,"{""source"":""MANUAL""}",,2026-09-15T22:57:19.000Z
746,149,APPLICATION_CREATED,"{""source"":""REFERRAL""}",,2026-09-16T04:26:51.000Z
747,150,APPLICATION_CREATED,"{""source"":""EMAIL""}",,2026-09-16T10:04:26.000Z
